blind_code,example_id,source_id,condition,profile_index,alpha,term_hits,term_bank_size,term_coverage,word_count,text
b6212e2f3880,quorumweave:matched_other_expert:test:1,quorumweave,matched_other_expert,1,-2.0,3,6,0.5,69,"QuorumWeave employs polynomial secret sharing to distribute a signing key across multiple participants, ensuring no single node holds the complete secret. Authorization requires a threshold of participants to generate verifiable partial signatures, which are then combined via Lagrange interpolation in the exponent to form a valid aggregate signature. This mechanism guarantees that any subset below the threshold reveals no information about the key and cannot produce a valid signature."
5e63465baf98,quorumweave:matched_other_expert:test:1,quorumweave,matched_other_expert,1,-1.0,3,6,0.5,69,"QuorumWeave employs polynomial secret sharing to distribute a signing key across multiple participants, ensuring no single entity holds the complete secret. Authorization requires a threshold of participants to generate verifiable partial signatures, which are then combined via Lagrange interpolation in the exponent to form a valid aggregate signature. This mechanism guarantees that any subset below the threshold reveals no information about the key and cannot produce a valid signature."
49f57c7e609c,quorumweave:matched_other_expert:test:1,quorumweave,matched_other_expert,1,0.0,3,6,0.5,52,"QuorumWeave employs polynomial secret sharing to distribute a signing key across multiple participants, ensuring no single entity holds the complete secret. Authorization is achieved by aggregating verifiable partial signatures from a threshold of participants via Lagrange interpolation in the exponent, which reconstructs a valid signature while remaining computationally infeasible for fewer participants."
3024c351521d,quorumweave:matched_other_expert:test:1,quorumweave,matched_other_expert,1,1.0,3,6,0.5,52,"QuorumWeave employs polynomial secret sharing to distribute a signing key across multiple participants, ensuring no single node holds the complete secret. Authorization is achieved by aggregating verifiable partial signatures from a threshold of participants via Lagrange interpolation in the exponent, which reconstructs a valid signature while remaining computationally infeasible for fewer participants."
8d2b74d56e2e,quorumweave:matched_other_expert:test:1,quorumweave,matched_other_expert,1,2.0,3,6,0.5,52,"QuorumWeave employs polynomial secret sharing to distribute a signing key across multiple participants, ensuring no single entity holds the complete secret. Authorization is achieved by aggregating verifiable partial signatures from a threshold of participants via Lagrange interpolation in the exponent, which reconstructs a valid signature while remaining computationally infeasible for fewer participants."
4c9a66c37ef5,phasenest:domain_expert:test:0,phasenest,domain_expert,0,-2.0,4,6,0.6666666666666666,67,"PhaseNest operates in the short-time Fourier domain using dual branches with long and short analysis windows to separately model stable harmonic structures and transients. The network generates bounded complex masks to jointly refine magnitude and phase within each branch, which are then fused via learned time-varying weights and a consistency projection that ensures the reconstructed waveform aligns with the chosen overlapping analysis windows before final overlap-add synthesis."
c13cf718d6e2,phasenest:domain_expert:test:0,phasenest,domain_expert,0,-1.0,4,6,0.6666666666666666,67,"PhaseNest operates in the short-time Fourier domain using dual branches with long and short analysis windows to separately model stable harmonic structures and transients. The network generates bounded complex masks to jointly refine magnitude and phase within each branch, which are then fused via learned time-varying weights and a consistency projection that ensures the reconstructed waveform aligns with the chosen overlapping analysis windows before final overlap-add synthesis."
9461b936bed5,phasenest:domain_expert:test:0,phasenest,domain_expert,0,0.0,4,6,0.6666666666666666,67,"PhaseNest operates in the short-time Fourier domain using a dual-branch architecture where a long-window stream preserves harmonic structure and a short-window stream tracks transients. The network generates bounded complex masks to jointly refine magnitude and phase in both branches, which are then fused via learned time-varying weights and a consistency projection that ensures the reconstructed waveform aligns with the chosen overlapping analysis windows before final overlap-add synthesis."
ef684e7755c9,phasenest:domain_expert:test:0,phasenest,domain_expert,0,1.0,4,6,0.6666666666666666,67,"PhaseNest operates in the short-time Fourier domain using a dual-branch architecture where a long-window stream preserves harmonic structure and a short-window stream tracks transients. The network generates bounded complex masks to jointly refine magnitude and phase in both branches, which are then fused via learned time-varying weights and a consistency projection that ensures the reconstructed waveform aligns with the chosen overlapping analysis windows before final overlap-add synthesis."
beeb52c312ad,phasenest:domain_expert:test:0,phasenest,domain_expert,0,2.0,4,6,0.6666666666666666,67,"PhaseNest operates in the short-time Fourier domain using a dual-branch architecture where a long-window stream preserves harmonic structure and a short-window stream tracks transients. The network generates bounded complex masks to jointly refine magnitude and phase in both branches, which are then fused via learned time-varying weights and a consistency projection that ensures the reconstructed waveform aligns with the chosen overlapping analysis windows before final overlap-add synthesis."
6a3958f6914f,phasenest:domain_expert:test:1,phasenest,domain_expert,1,-2.0,3,6,0.5,59,"PhaseNest operates in the short-time Fourier domain using a dual-branch architecture where a long-window branch models stable harmonic structure and a short-window branch tracks transients. The system applies bounded complex masks to jointly modify magnitude and phase within each branch, followed by a consistency projection that maps the fused waveform back onto valid overlapping analysis windows before final reconstruction."
7bc4c66030c8,phasenest:domain_expert:test:1,phasenest,domain_expert,1,-1.0,3,6,0.5,65,"PhaseNest operates in the short-time Fourier domain using a dual-branch architecture where a long-window branch models stable harmonic structure and a short-window branch tracks transients. The system applies bounded complex masks to jointly modify magnitude and phase in both branches, followed by a consistency projection that maps the fused waveform back onto the valid signal space of the chosen overlapping analysis windows before final reconstruction."
e9d9993f9581,phasenest:domain_expert:test:1,phasenest,domain_expert,1,0.0,3,6,0.5,65,"PhaseNest operates in the short-time Fourier domain using a dual-branch architecture where a long-window branch models stable harmonic structure and a short-window branch tracks transients. The system applies bounded complex masks to jointly modify magnitude and phase within each branch, followed by a consistency projection that maps the fused waveform back onto the valid signal space of the chosen overlapping analysis windows before final reconstruction."
51afd769f968,phasenest:domain_expert:test:1,phasenest,domain_expert,1,1.0,3,6,0.5,65,"PhaseNest operates in the short-time Fourier domain using a dual-branch architecture where a long-window branch models stable harmonic structure and a short-window branch tracks transients. The system applies bounded complex masks to jointly modify magnitude and phase in both branches, followed by a consistency projection that maps the fused waveform back onto the valid signal space of the chosen overlapping analysis windows before final reconstruction."
3fb9ad371e66,phasenest:domain_expert:test:1,phasenest,domain_expert,1,2.0,4,6,0.6666666666666666,66,"PhaseNest operates in the short-time Fourier domain using a dual-branch architecture where a long-window branch models stable harmonic structure and a short-window branch tracks transients. The network generates bounded complex masks to jointly modify magnitude and phase in both branches, which are then fused via learned time-varying weights and a consistency projection that maps the result back onto valid overlapping analysis windows before final overlap-add reconstruction."
bb59a0456405,phasenest:matched_other_expert:test:0,phasenest,matched_other_expert,0,-2.0,4,6,0.6666666666666666,54,"PhaseNest denoises audio by simultaneously estimating stable harmonic structures and transients through parallel long and short window branches, respectively. The system fuses the resulting magnitude and phase masks using learned time-varying weights and applies a consistency projection to ensure the reconstructed waveform remains valid within the chosen overlapping analysis windows before final overlap-add synthesis."
257dedb90ee9,phasenest:matched_other_expert:test:0,phasenest,matched_other_expert,0,-1.0,3,6,0.5,50,PhaseNest denoises audio by simultaneously estimating stable harmonic structures and transients using two parallel branches operating at different time scales. The system fuses the resulting magnitude and phase masks through learned time-varying weights and a consistency projection that ensures the reconstructed waveform remains valid within the chosen overlapping analysis windows.
c14edcb62cb4,phasenest:matched_other_expert:test:0,phasenest,matched_other_expert,0,0.0,1,6,0.16666666666666666,48,PhaseNest enhances audio reconstruction by simultaneously estimating stable harmonic structures and transient details through parallel long and short window branches. The system fuses these branches using learned time-varying weights and applies a consistency projection to ensure the final waveform remains valid within the chosen overlapping analysis window framework.
c6c4534eb353,phasenest:matched_other_expert:test:0,phasenest,matched_other_expert,0,1.0,4,6,0.6666666666666666,58,"PhaseNest enhances audio reconstruction by simultaneously estimating stable harmonic structures and transient details through parallel long and short window branches. The model applies bounded complex masks to modify magnitude and phase in both branches, fusing the resulting waveforms with learned time-varying weights and a consistency projection to ensure compatibility with the chosen analysis windows before final overlap-add synthesis."
456e96029153,phasenest:matched_other_expert:test:0,phasenest,matched_other_expert,0,2.0,3,6,0.5,56,"PhaseNest enhances audio quality by simultaneously estimating stable harmonic structures and transient details through parallel branches operating at different time scales. The model refines these representations using bounded complex masks that adjust both magnitude and phase, followed by a consistency projection that ensures the reconstructed waveform aligns with the underlying analysis window constraints before final synthesis."
f450fe1f4acf,phasenest:matched_other_expert:test:1,phasenest,matched_other_expert,1,-2.0,4,6,0.6666666666666666,54,"PhaseNest denoises audio by simultaneously estimating stable harmonic structures and transients through parallel long and short window branches, respectively. The system fuses the resulting magnitude and phase masks using learned time-varying weights and applies a consistency projection to ensure the reconstructed waveform remains valid within the chosen overlapping analysis windows before final overlap-add synthesis."
afaf0a84a8ad,phasenest:matched_other_expert:test:1,phasenest,matched_other_expert,1,-1.0,4,6,0.6666666666666666,54,"PhaseNest denoises audio by simultaneously estimating stable harmonic structures and transients through parallel long and short window branches, respectively. The system fuses the resulting magnitude and phase masks using learned time-varying weights and applies a consistency projection to ensure the reconstructed waveform remains valid within the chosen overlapping analysis windows before final overlap-add synthesis."
4d49d39cf537,phasenest:matched_other_expert:test:1,phasenest,matched_other_expert,1,0.0,4,6,0.6666666666666666,61,"PhaseNest denoises audio by simultaneously estimating stable harmonic structures and transients through parallel long and short window branches, respectively. The network applies bounded complex masks to modify magnitude and phase in each branch, fusing the resulting waveforms with learned time-varying weights. Finally, a consistency projection ensures the fused signal remains representable within the chosen overlapping analysis windows before final overlap-add reconstruction."
0968f4846de2,phasenest:matched_other_expert:test:1,phasenest,matched_other_expert,1,1.0,4,6,0.6666666666666666,60,"PhaseNest denoises audio by simultaneously estimating stable harmonic structures and transients through parallel long and short window branches, respectively. The network applies bounded complex masks to modify magnitude and phase in each branch, with outputs fused via learned time-varying weights and a consistency projection that ensures the reconstructed waveform aligns with the chosen overlapping analysis windows before final overlap-add synthesis."
123957739f51,phasenest:matched_other_expert:test:1,phasenest,matched_other_expert,1,2.0,4,6,0.6666666666666666,60,"PhaseNest denoises audio by simultaneously estimating stable harmonic structures and transients through parallel long and short window branches, respectively. The network applies bounded complex masks to modify magnitude and phase in each branch, with outputs fused via learned time-varying weights and a consistency projection that ensures the reconstructed waveform aligns with the chosen overlapping analysis windows before final overlap-add synthesis."
